latitude,longitude,month,swh,mwd,mwp
37.0,-109.0,7,,,
37.0,-109.0,8,,,
37.0,-109.0,9,,,
37.0,-109.0,10,,,
37.0,-109.0,11,,,
37.0,-109.0,12,,,
37.0,-108.5,1,,,
37.0,-108.5,2,,,
37.0,-108.5,3,,,
37.0,-108.5,4,,,
37.0,-108.5,5,,,
37.0,-108.5,6,,,
37.0,-108.5,7,,,
37.0,-108.5,8,,,
37.0,-108.5,9,,,
37.0,-108.5,10,,,
37.0,-108.5,11,,,
37.0,-108.5,12,,,
37.0,-108.0,1,,,
37.0,-108.0,2,,,
37.0,-108.0,3,,,
37.0,-108.0,4,,,
37.0,-108.0,5,,,
37.0,-108.0,6,,,
37.0,-108.0,7,,,
37.0,-108.0,8,,,
37.0,-108.0,9,,,
37.0,-108.0,10,,,
37.0,-108.0,11,,,
37.0,-108.0,12,,,
37.0,-107.5,1,,,
37.0,-107.5,2,,,
37.0,-107.5,3,,,
37.0,-107.5,4,,,
37.0,-107.5,5,,,
37.0,-107.5,6,,,
37.0,-107.5,7,,,
37.0,-107.5,8,,,
37.0,-107.5,9,,,
37.0,-107.5,10,,,
37.0,-107.5,11,,,
37.0,-107.5,12,,,
37.0,-107.0,1,,,
37.0,-107.0,2,,,
37.0,-107.0,3,,,
37.0,-107.0,4,,,
37.0,-107.0,5,,,
37.0,-107.0,6,,,
37.0,-107.0,7,,,
37.0,-107.0,8,,,
37.0,-107.0,9,,,
37.0,-107.0,10,,,
37.0,-107.0,11,,,
37.0,-107.0,12,,,
37.0,-106.5,1,,,
37.0,-106.5,2,,,
37.0,-106.5,3,,,
37.0,-106.5,4,,,
37.0,-106.5,5,,,
37.0,-106.5,6,,,
37.0,-106.5,7,,,
37.0,-106.5,8,,,
37.0,-106.5,9,,,
37.0,-106.5,10,,,
37.0,-106.5,11,,,
37.0,-106.5,12,,,
37.0,-106.0,1,,,
37.0,-106.0,2,,,
37.0,-106.0,3,,,
37.0,-106.0,4,,,
37.0,-106.0,5,,,
37.0,-106.0,6,,,
37.0,-106.0,7,,,
37.0,-106.0,8,,,
37.0,-106.0,9,,,
37.0,-106.0,10,,,
37.0,-106.0,11,,,
37.0,-106.0,12,,,
37.0,-105.5,1,,,
37.0,-105.5,2,,,
37.0,-105.5,3,,,
37.0,-105.5,4,,,
37.0,-105.5,5,,,
37.0,-105.5,6,,,
37.0,-105.5,7,,,
37.0,-105.5,8,,,
37.0,-105.5,9,,,
37.0,-105.5,10,,,
37.0,-105.5,11,,,
37.0,-105.5,12,,,
37.0,-105.0,1,,,
37.0,-105.0,2,,,
37.0,-105.0,3,,,
37.0,-105.0,4,,,
37.0,-105.0,5,,,
37.0,-105.0,6,,,
37.0,-105.0,7,,,
37.0,-105.0,8,,,
37.0,-105.0,9,,,
37.0,-105.0,10,,,
37.0,-105.0,11,,,
37.0,-105.0,12,,,
37.0,-104.5,1,,,
37.0,-104.5,2,,,
37.0,-104.5,3,,,
37.0,-104.5,4,,,
37.0,-104.5,5,,,
37.0,-104.5,6,,,
37.0,-104.5,7,,,
37.0,-104.5,8,,,
37.0,-104.5,9,,,
37.0,-104.5,10,,,
37.0,-104.5,11,,,
37.0,-104.5,12,,,
37.0,-104.0,1,,,
37.0,-104.0,2,,,
37.0,-104.0,3,,,
37.0,-104.0,4,,,
37.0,-104.0,5,,,
37.0,-104.0,6,,,
37.0,-104.0,7,,,
37.0,-104.0,8,,,
37.0,-104.0,9,,,
37.0,-104.0,10,,,
37.0,-104.0,11,,,
37.0,-104.0,12,,,
37.0,-103.5,1,,,
37.0,-103.5,2,,,
37.0,-103.5,3,,,
37.0,-103.5,4,,,
37.0,-103.5,5,,,
37.0,-103.5,6,,,
37.0,-103.5,7,,,
37.0,-103.5,8,,,
37.0,-103.5,9,,,
37.0,-103.5,10,,,
37.0,-103.5,11,,,
37.0,-103.5,12,,,
37.0,-103.0,1,,,
37.0,-103.0,2,,,
37.0,-103.0,3,,,
37.0,-103.0,4,,,
37.0,-103.0,5,,,
37.0,-103.0,6,,,
37.0,-103.0,7,,,
37.0,-103.0,8,,,
37.0,-103.0,9,,,
37.0,-103.0,10,,,
37.0,-103.0,11,,,
37.0,-103.0,12,,,
37.0,-102.5,1,,,
37.0,-102.5,2,,,
37.0,-102.5,3,,,
37.0,-102.5,4,,,
37.0,-102.5,5,,,
37.0,-102.5,6,,,
37.0,-102.5,7,,,
37.0,-102.5,8,,,
37.0,-102.5,9,,,
37.0,-102.5,10,,,
37.0,-102.5,11,,,
37.0,-102.5,12,,,
37.0,-102.0,1,,,
37.0,-102.0,2,,,
37.0,-102.0,3,,,
37.0,-102.0,4,,,
37.0,-102.0,5,,,
37.0,-102.0,6,,,
37.0,-102.0,7,,,
37.0,-102.0,8,,,
37.0,-102.0,9,,,
37.0,-102.0,10,,,
37.0,-102.0,11,,,
37.0,-102.0,12,,,
37.0,-101.5,1,,,
37.0,-101.5,2,,,
37.0,-101.5,3,,,
37.0,-101.5,4,,,
37.0,-101.5,5,,,
37.0,-101.5,6,,,
37.0,-101.5,7,,,
37.0,-101.5,8,,,
37.0,-101.5,9,,,
37.0,-101.5,10,,,
37.0,-101.5,11,,,
37.0,-101.5,12,,,
37.0,-101.0,1,,,
37.0,-101.0,2,,,
37.0,-101.0,3,,,
37.0,-101.0,4,,,
37.0,-101.0,5,,,
37.0,-101.0,6,,,
37.0,-101.0,7,,,
37.0,-101.0,8,,,
37.0,-101.0,9,,,
37.0,-101.0,10,,,
37.0,-101.0,11,,,
37.0,-101.0,12,,,
37.0,-100.5,1,,,
37.0,-100.5,2,,,
37.0,-100.5,3,,,
37.0,-100.5,4,,,
37.0,-100.5,5,,,
37.0,-100.5,6,,,
37.0,-100.5,7,,,
37.0,-100.5,8,,,
37.0,-100.5,9,,,
37.0,-100.5,10,,,
37.0,-100.5,11,,,
37.0,-100.5,12,,,
37.0,-100.0,1,,,
37.0,-100.0,2,,,
37.0,-100.0,3,,,
37.0,-100.0,4,,,
37.0,-100.0,5,,,
37.0,-100.0,6,,,
37.0,-100.0,7,,,
37.0,-100.0,8,,,
37.0,-100.0,9,,,
37.0,-100.0,10,,,
37.0,-100.0,11,,,
37.0,-100.0,12,,,
37.0,-99.5,1,,,
37.0,-99.5,2,,,
37.0,-99.5,3,,,
37.0,-99.5,4,,,
37.0,-99.5,5,,,
37.0,-99.5,6,,,
37.0,-99.5,7,,,
37.0,-99.5,8,,,
37.0,-99.5,9,,,
37.0,-99.5,10,,,
37.0,-99.5,11,,,
37.0,-99.5,12,,,
37.0,-99.0,1,,,
37.0,-99.0,2,,,
37.0,-99.0,3,,,
37.0,-99.0,4,,,
37.0,-99.0,5,,,
37.0,-99.0,6,,,
37.0,-99.0,7,,,
37.0,-99.0,8,,,
37.0,-99.0,9,,,
37.0,-99.0,10,,,
37.0,-99.0,11,,,
37.0,-99.0,12,,,
37.0,-98.5,1,,,
37.0,-98.5,2,,,
37.0,-98.5,3,,,
37.0,-98.5,4,,,
37.0,-98.5,5,,,
37.0,-98.5,6,,,
37.0,-98.5,7,,,
37.0,-98.5,8,,,
37.0,-98.5,9,,,
37.0,-98.5,10,,,
37.0,-98.5,11,,,
37.0,-98.5,12,,,
37.0,-98.0,1,,,
37.0,-98.0,2,,,
37.0,-98.0,3,,,
37.0,-98.0,4,,,
37.0,-98.0,5,,,
37.0,-98.0,6,,,
37.0,-98.0,7,,,
37.0,-98.0,8,,,
37.0,-98.0,9,,,
37.0,-98.0,10,,,
37.0,-98.0,11,,,
37.0,-98.0,12,,,
37.0,-97.5,1,,,
37.0,-97.5,2,,,
37.0,-97.5,3,,,
37.0,-97.5,4,,,
37.0,-97.5,5,,,
37.0,-97.5,6,,,
37.0,-97.5,7,,,
37.0,-97.5,8,,,
37.0,-97.5,9,,,
37.0,-97.5,10,,,
37.0,-97.5,11,,,
37.0,-97.5,12,,,
37.0,-97.0,1,,,
37.0,-97.0,2,,,
37.0,-97.0,3,,,
37.0,-97.0,4,,,
37.0,-97.0,5,,,
37.0,-97.0,6,,,
37.0,-97.0,7,,,
37.0,-97.0,8,,,
37.0,-97.0,9,,,
37.0,-97.0,10,,,
37.0,-97.0,11,,,
37.0,-97.0,12,,,
37.0,-96.5,1,,,
37.0,-96.5,2,,,
37.0,-96.5,3,,,
37.0,-96.5,4,,,
37.0,-96.5,5,,,
37.0,-96.5,6,,,
37.0,-96.5,7,,,
37.0,-96.5,8,,,
37.0,-96.5,9,,,
37.0,-96.5,10,,,
37.0,-96.5,11,,,
37.0,-96.5,12,,,
37.0,-96.0,1,,,
37.0,-96.0,2,,,
37.0,-96.0,3,,,
37.0,-96.0,4,,,
37.0,-96.0,5,,,
37.0,-96.0,6,,,
37.0,-96.0,7,,,
37.0,-96.0,8,,,
37.0,-96.0,9,,,
37.0,-96.0,10,,,
37.0,-96.0,11,,,
37.0,-96.0,12,,,
37.0,-95.5,1,,,
37.0,-95.5,2,,,
37.0,-95.5,3,,,
37.0,-95.5,4,,,
37.0,-95.5,5,,,
37.0,-95.5,6,,,
37.0,-95.5,7,,,
37.0,-95.5,8,,,
37.0,-95.5,9,,,
37.0,-95.5,10,,,
37.0,-95.5,11,,,
37.0,-95.5,12,,,
37.0,-95.0,1,,,
37.0,-95.0,2,,,
37.0,-95.0,3,,,
37.0,-95.0,4,,,
37.0,-95.0,5,,,
37.0,-95.0,6,,,
37.0,-95.0,7,,,
37.0,-95.0,8,,,
37.0,-95.0,9,,,
37.0,-95.0,10,,,
37.0,-95.0,11,,,
37.0,-95.0,12,,,
37.0,-94.5,1,,,
37.0,-94.5,2,,,
37.0,-94.5,3,,,
37.0,-94.5,4,,,
37.0,-94.5,5,,,
37.0,-94.5,6,,,
37.0,-94.5,7,,,
37.0,-94.5,8,,,
37.0,-94.5,9,,,
37.0,-94.5,10,,,
37.0,-94.5,11,,,
37.0,-94.5,12,,,
37.0,-94.0,1,,,
37.0,-94.0,2,,,
37.0,-94.0,3,,,
37.0,-94.0,4,,,
37.0,-94.0,5,,,
37.0,-94.0,6,,,
37.0,-94.0,7,,,
37.0,-94.0,8,,,
37.0,-94.0,9,,,
37.0,-94.0,10,,,
37.0,-94.0,11,,,
37.0,-94.0,12,,,
37.0,-93.5,1,,,
37.0,-93.5,2,,,
37.0,-93.5,3,,,
37.0,-93.5,4,,,
37.0,-93.5,5,,,
37.0,-93.5,6,,,
37.0,-93.5,7,,,
37.0,-93.5,8,,,
37.0,-93.5,9,,,
37.0,-93.5,10,,,
37.0,-93.5,11,,,
37.0,-93.5,12,,,
37.0,-93.0,1,,,
37.0,-93.0,2,,,
37.0,-93.0,3,,,
37.0,-93.0,4,,,
37.0,-93.0,5,,,
37.0,-93.0,6,,,
37.0,-93.0,7,,,
37.0,-93.0,8,,,
37.0,-93.0,9,,,
37.0,-93.0,10,,,
37.0,-93.0,11,,,
37.0,-93.0,12,,,
37.0,-92.5,1,,,
37.0,-92.5,2,,,
37.0,-92.5,3,,,
37.0,-92.5,4,,,
37.0,-92.5,5,,,
37.0,-92.5,6,,,
37.0,-92.5,7,,,
37.0,-92.5,8,,,
37.0,-92.5,9,,,
37.0,-92.5,10,,,
37.0,-92.5,11,,,
37.0,-92.5,12,,,
37.0,-92.0,1,,,
37.0,-92.0,2,,,
37.0,-92.0,3,,,
37.0,-92.0,4,,,
37.0,-92.0,5,,,
37.0,-92.0,6,,,
37.0,-92.0,7,,,
37.0,-92.0,8,,,
37.0,-92.0,9,,,
37.0,-92.0,10,,,
37.0,-92.0,11,,,
37.0,-92.0,12,,,
37.0,-91.5,1,,,
37.0,-91.5,2,,,
37.0,-91.5,3,,,
37.0,-91.5,4,,,
37.0,-91.5,5,,,
37.0,-91.5,6,,,
37.0,-91.5,7,,,
37.0,-91.5,8,,,
37.0,-91.5,9,,,
37.0,-91.5,10,,,
37.0,-91.5,11,,,
37.0,-91.5,12,,,
37.0,-91.0,1,,,
37.0,-91.0,2,,,
37.0,-91.0,3,,,
37.0,-91.0,4,,,
37.0,-91.0,5,,,
37.0,-91.0,6,,,
37.0,-91.0,7,,,
37.0,-91.0,8,,,
37.0,-91.0,9,,,
37.0,-91.0,10,,,
37.0,-91.0,11,,,
37.0,-91.0,12,,,
37.0,-90.5,1,,,
37.0,-90.5,2,,,
37.0,-90.5,3,,,
37.0,-90.5,4,,,
37.0,-90.5,5,,,
37.0,-90.5,6,,,
37.0,-90.5,7,,,
37.0,-90.5,8,,,
37.0,-90.5,9,,,
37.0,-90.5,10,,,
37.0,-90.5,11,,,
37.0,-90.5,12,,,
37.0,-90.0,1,,,
37.0,-90.0,2,,,
37.0,-90.0,3,,,
37.0,-90.0,4,,,
37.0,-90.0,5,,,
37.0,-90.0,6,,,
37.0,-90.0,7,,,
37.0,-90.0,8,,,
37.0,-90.0,9,,,
37.0,-90.0,10,,,
37.0,-90.0,11,,,
37.0,-90.0,12,,,
37.0,-89.5,1,,,
37.0,-89.5,2,,,
37.0,-89.5,3,,,
37.0,-89.5,4,,,
37.0,-89.5,5,,,
37.0,-89.5,6,,,
37.0,-89.5,7,,,
37.0,-89.5,8,,,
37.0,-89.5,9,,,
37.0,-89.5,10,,,
37.0,-89.5,11,,,
37.0,-89.5,12,,,
37.0,-89.0,1,,,
37.0,-89.0,2,,,
37.0,-89.0,3,,,
37.0,-89.0,4,,,
37.0,-89.0,5,,,
37.0,-89.0,6,,,
37.0,-89.0,7,,,
37.0,-89.0,8,,,
37.0,-89.0,9,,,
37.0,-89.0,10,,,
37.0,-89.0,11,,,
37.0,-89.0,12,,,
37.0,-88.5,1,,,
37.0,-88.5,2,,,
37.0,-88.5,3,,,
37.0,-88.5,4,,,
37.0,-88.5,5,,,
37.0,-88.5,6,,,
37.0,-88.5,7,,,
37.0,-88.5,8,,,
37.0,-88.5,9,,,
37.0,-88.5,10,,,
37.0,-88.5,11,,,
37.0,-88.5,12,,,
37.0,-88.0,1,,,
37.0,-88.0,2,,,
37.0,-88.0,3,,,
37.0,-88.0,4,,,
37.0,-88.0,5,,,
37.0,-88.0,6,,,
37.0,-88.0,7,,,
37.0,-88.0,8,,,
37.0,-88.0,9,,,
37.0,-88.0,10,,,
37.0,-88.0,11,,,
37.0,-88.0,12,,,
37.0,-87.5,1,,,
37.0,-87.5,2,,,
37.0,-87.5,3,,,
37.0,-87.5,4,,,
37.0,-87.5,5,,,
37.0,-87.5,6,,,
37.0,-87.5,7,,,
37.0,-87.5,8,,,
37.0,-87.5,9,,,
37.0,-87.5,10,,,
37.0,-87.5,11,,,
37.0,-87.5,12,,,
37.0,-87.0,1,,,
37.0,-87.0,2,,,
37.0,-87.0,3,,,
37.0,-87.0,4,,,
37.0,-87.0,5,,,
37.0,-87.0,6,,,
37.0,-87.0,7,,,
37.0,-87.0,8,,,
37.0,-87.0,9,,,
37.0,-87.0,10,,,
37.0,-87.0,11,,,
37.0,-87.0,12,,,
37.0,-86.5,1,,,
37.0,-86.5,2,,,
37.0,-86.5,3,,,
37.0,-86.5,4,,,
37.0,-86.5,5,,,
37.0,-86.5,6,,,
37.0,-86.5,7,,,
37.0,-86.5,8,,,
37.0,-86.5,9,,,
37.0,-86.5,10,,,
37.0,-86.5,11,,,
37.0,-86.5,12,,,
37.0,-86.0,1,,,
37.0,-86.0,2,,,
37.0,-86.0,3,,,
37.0,-86.0,4,,,
37.0,-86.0,5,,,
37.0,-86.0,6,,,
37.0,-86.0,7,,,
37.0,-86.0,8,,,
37.0,-86.0,9,,,
37.0,-86.0,10,,,
37.0,-86.0,11,,,
37.0,-86.0,12,,,
37.0,-85.5,1,,,
37.0,-85.5,2,,,
37.0,-85.5,3,,,
37.0,-85.5,4,,,
37.0,-85.5,5,,,
37.0,-85.5,6,,,
37.0,-85.5,7,,,
37.0,-85.5,8,,,
37.0,-85.5,9,,,
37.0,-85.5,10,,,
37.0,-85.5,11,,,
37.0,-85.5,12,,,
37.0,-85.0,1,,,
37.0,-85.0,2,,,
37.0,-85.0,3,,,
37.0,-85.0,4,,,
37.0,-85.0,5,,,
37.0,-85.0,6,,,
37.0,-85.0,7,,,
37.0,-85.0,8,,,
37.0,-85.0,9,,,
37.0,-85.0,10,,,
37.0,-85.0,11,,,
37.0,-85.0,12,,,
37.0,-84.5,1,,,
37.0,-84.5,2,,,
37.0,-84.5,3,,,
37.0,-84.5,4,,,
37.0,-84.5,5,,,
37.0,-84.5,6,,,
37.0,-84.5,7,,,
37.0,-84.5,8,,,
37.0,-84.5,9,,,
37.0,-84.5,10,,,
37.0,-84.5,11,,,
37.0,-84.5,12,,,
37.0,-84.0,1,,,
37.0,-84.0,2,,,
37.0,-84.0,3,,,
37.0,-84.0,4,,,
37.0,-84.0,5,,,
37.0,-84.0,6,,,
37.0,-84.0,7,,,
37.0,-84.0,8,,,
37.0,-84.0,9,,,
37.0,-84.0,10,,,
37.0,-84.0,11,,,
37.0,-84.0,12,,,
37.0,-83.5,1,,,
37.0,-83.5,2,,,
37.0,-83.5,3,,,
37.0,-83.5,4,,,
37.0,-83.5,5,,,
37.0,-83.5,6,,,
37.0,-83.5,7,,,
37.0,-83.5,8,,,
37.0,-83.5,9,,,
37.0,-83.5,10,,,
37.0,-83.5,11,,,
37.0,-83.5,12,,,
37.0,-83.0,1,,,
37.0,-83.0,2,,,
37.0,-83.0,3,,,
37.0,-83.0,4,,,
37.0,-83.0,5,,,
37.0,-83.0,6,,,
37.0,-83.0,7,,,
37.0,-83.0,8,,,
37.0,-83.0,9,,,
37.0,-83.0,10,,,
37.0,-83.0,11,,,
37.0,-83.0,12,,,
37.0,-82.5,1,,,
37.0,-82.5,2,,,
37.0,-82.5,3,,,
37.0,-82.5,4,,,
37.0,-82.5,5,,,
37.0,-82.5,6,,,
37.0,-82.5,7,,,
37.0,-82.5,8,,,
37.0,-82.5,9,,,
37.0,-82.5,10,,,
37.0,-82.5,11,,,
37.0,-82.5,12,,,
37.0,-82.0,1,,,
37.0,-82.0,2,,,
37.0,-82.0,3,,,
37.0,-82.0,4,,,
37.0,-82.0,5,,,
37.0,-82.0,6,,,
37.0,-82.0,7,,,
37.0,-82.0,8,,,
37.0,-82.0,9,,,
37.0,-82.0,10,,,
37.0,-82.0,11,,,
37.0,-82.0,12,,,
37.0,-81.5,1,,,
37.0,-81.5,2,,,
37.0,-81.5,3,,,
37.0,-81.5,4,,,
37.0,-81.5,5,,,
37.0,-81.5,6,,,
37.0,-81.5,7,,,
37.0,-81.5,8,,,
37.0,-81.5,9,,,
37.0,-81.5,10,,,
37.0,-81.5,11,,,
37.0,-81.5,12,,,
37.0,-81.0,1,,,
37.0,-81.0,2,,,
37.0,-81.0,3,,,
37.0,-81.0,4,,,
37.0,-81.0,5,,,
37.0,-81.0,6,,,
37.0,-81.0,7,,,
37.0,-81.0,8,,,
37.0,-81.0,9,,,
37.0,-81.0,10,,,
37.0,-81.0,11,,,
37.0,-81.0,12,,,
37.0,-80.5,1,,,
37.0,-80.5,2,,,
37.0,-80.5,3,,,
37.0,-80.5,4,,,
37.0,-80.5,5,,,
37.0,-80.5,6,,,
37.0,-80.5,7,,,
37.0,-80.5,8,,,
37.0,-80.5,9,,,
37.0,-80.5,10,,,
37.0,-80.5,11,,,
37.0,-80.5,12,,,
37.0,-80.0,1,,,
37.0,-80.0,2,,,
37.0,-80.0,3,,,
37.0,-80.0,4,,,
37.0,-80.0,5,,,
37.0,-80.0,6,,,
37.0,-80.0,7,,,
37.0,-80.0,8,,,
37.0,-80.0,9,,,
37.0,-80.0,10,,,
37.0,-80.0,11,,,
37.0,-80.0,12,,,
37.0,-79.5,1,,,
37.0,-79.5,2,,,
37.0,-79.5,3,,,
37.0,-79.5,4,,,
37.0,-79.5,5,,,
37.0,-79.5,6,,,
37.0,-79.5,7,,,
37.0,-79.5,8,,,
37.0,-79.5,9,,,
37.0,-79.5,10,,,
37.0,-79.5,11,,,
37.0,-79.5,12,,,
37.0,-79.0,1,,,
37.0,-79.0,2,,,
37.0,-79.0,3,,,
37.0,-79.0,4,,,
37.0,-79.0,5,,,
37.0,-79.0,6,,,
37.0,-79.0,7,,,
37.0,-79.0,8,,,
37.0,-79.0,9,,,
37.0,-79.0,10,,,
37.0,-79.0,11,,,
37.0,-79.0,12,,,
37.0,-78.5,1,,,
37.0,-78.5,2,,,
37.0,-78.5,3,,,
37.0,-78.5,4,,,
37.0,-78.5,5,,,
37.0,-78.5,6,,,
37.0,-78.5,7,,,
37.0,-78.5,8,,,
37.0,-78.5,9,,,
37.0,-78.5,10,,,
37.0,-78.5,11,,,
37.0,-78.5,12,,,
37.0,-78.0,1,,,
37.0,-78.0,2,,,
37.0,-78.0,3,,,
37.0,-78.0,4,,,
37.0,-78.0,5,,,
37.0,-78.0,6,,,
37.0,-78.0,7,,,
37.0,-78.0,8,,,
37.0,-78.0,9,,,
37.0,-78.0,10,,,
37.0,-78.0,11,,,
37.0,-78.0,12,,,
37.0,-77.5,1,,,
37.0,-77.5,2,,,
37.0,-77.5,3,,,
37.0,-77.5,4,,,
37.0,-77.5,5,,,
37.0,-77.5,6,,,
37.0,-77.5,7,,,
37.0,-77.5,8,,,
37.0,-77.5,9,,,
37.0,-77.5,10,,,
37.0,-77.5,11,,,
37.0,-77.5,12,,,
37.0,-77.0,1,,,
37.0,-77.0,2,,,
37.0,-77.0,3,,,
37.0,-77.0,4,,,
37.0,-77.0,5,,,
37.0,-77.0,6,,,
37.0,-77.0,7,,,
37.0,-77.0,8,,,
37.0,-77.0,9,,,
37.0,-77.0,10,,,
37.0,-77.0,11,,,
37.0,-77.0,12,,,
37.0,-76.5,1,,,
37.0,-76.5,2,,,
37.0,-76.5,3,,,
37.0,-76.5,4,,,
37.0,-76.5,5,,,
37.0,-76.5,6,,,
37.0,-76.5,7,,,
37.0,-76.5,8,,,
37.0,-76.5,9,,,
37.0,-76.5,10,,,
37.0,-76.5,11,,,
37.0,-76.5,12,,,
37.0,-76.0,1,2.16,141.9,4.34
37.0,-76.0,2,2.09,111.6,4.49
37.0,-76.0,3,2.18,77.65,4.83
37.0,-76.0,4,2.06,103.65,4.69
37.0,-76.0,5,1.8,112.59,4.66
37.0,-76.0,6,1.49,128.49,4.44
37.0,-76.0,7,1.41,141.76,4.51
37.0,-76.0,8,1.49,122.32,4.72
37.0,-76.0,9,2.19,91.82,5.52
37.0,-76.0,10,2.17,87.15,5.07
37.0,-76.0,11,2.22,70.8,4.9
37.0,-76.0,12,2.11,105.33,4.6
37.0,-75.5,1,3.98,135.8,5.49
37.0,-75.5,2,3.83,120.16,5.65
37.0,-75.5,3,3.97,86.88,6.07
37.0,-75.5,4,3.67,108.68,5.91
37.0,-75.5,5,3.18,117.09,5.85
37.0,-75.5,6,2.61,131.49,5.63
37.0,-75.5,7,2.59,142.78,5.7
37.0,-75.5,8,2.68,126.25,5.94
37.0,-75.5,9,3.95,98.2,6.85
37.0,-75.5,10,3.9,89.58,6.27
37.0,-75.5,11,4.05,78.4,6.06
37.0,-75.5,12,3.91,112.65,5.73
37.0,-75.0,1,5.36,134.5,6.09
37.0,-75.0,2,5.17,118.81,6.21
37.0,-75.0,3,5.28,88.03,6.59
37.0,-75.0,4,4.78,113.94,6.45
37.0,-75.0,5,4.06,122.87,6.36
37.0,-75.0,6,3.32,137.86,6.12
37.0,-75.0,7,3.36,149.31,6.14
37.0,-75.0,8,3.42,131.14,6.37
37.0,-75.0,9,5.01,100.14,7.28
37.0,-75.0,10,4.96,89.83,6.75
37.0,-75.0,11,5.21,75.87,6.56
37.0,-75.0,12,5.18,124.38,6.27
37.0,-74.5,1,6.29,182.97,6.39
37.0,-74.5,2,6.06,141.39,6.46
37.0,-74.5,3,6.14,84.65,6.79
37.0,-74.5,4,5.45,116.97,6.65
37.0,-74.5,5,4.51,127.29,6.52
37.0,-74.5,6,3.67,143.49,6.29
37.0,-74.5,7,3.73,154.79,6.29
37.0,-74.5,8,3.75,135.03,6.53
37.0,-74.5,9,5.49,101.01,7.43
37.0,-74.5,10,5.5,89.29,6.94
37.0,-74.5,11,5.85,71.34,6.78
37.0,-74.5,12,5.96,157.37,6.53
37.0,-74.0,1,6.97,255.43,6.58
37.0,-74.0,2,6.73,155.96,6.62
37.0,-74.0,3,6.79,121.11,6.89
37.0,-74.0,4,5.97,119.24,6.72
37.0,-74.0,5,4.83,131.63,6.55
37.0,-74.0,6,3.91,149.38,6.32
37.0,-74.0,7,3.96,159.97,6.35
37.0,-74.0,8,3.94,138.47,6.58
37.0,-74.0,9,5.77,101.68,7.47
37.0,-74.0,10,5.85,88.25,7.01
37.0,-74.0,11,6.32,108.65,6.88
37.0,-74.0,12,6.54,192.28,6.68
37.0,-73.5,1,7.51,289.96,6.71
37.0,-73.5,2,7.27,224.39,6.73
37.0,-73.5,3,7.3,158.63,6.94
37.0,-73.5,4,6.4,155.23,6.74
37.0,-73.5,5,5.09,136.89,6.52
37.0,-73.5,6,4.11,155.82,6.28
37.0,-73.5,7,4.13,165.23,6.34
37.0,-73.5,8,4.05,141.94,6.57
37.0,-73.5,9,5.91,102.34,7.45
37.0,-73.5,10,6.09,85.68,7.01
37.0,-73.5,11,6.67,118.54,6.92
37.0,-73.5,12,7.02,217.17,6.77
37.0,-73.0,1,8.01,285.0,6.82
37.0,-73.0,2,7.76,262.49,6.82
37.0,-73.0,3,7.75,192.45,6.99
37.0,-73.0,4,6.77,167.9,6.76
37.0,-73.0,5,5.34,142.66,6.48
37.0,-73.0,6,4.3,162.43,6.24
37.0,-73.0,7,4.29,170.33,6.31
37.0,-73.0,8,4.16,145.42,6.56
37.0,-73.0,9,6.02,103.03,7.43
37.0,-73.0,10,6.3,82.54,7.02
37.0,-73.0,11,6.99,131.55,6.95
37.0,-73.0,12,7.45,232.15,6.85
37.0,-72.5,1,8.46,295.33,6.92
37.0,-72.5,2,8.19,267.02,6.92
37.0,-72.5,3,8.12,216.97,7.05
37.0,-72.5,4,7.07,178.26,6.79
37.0,-72.5,5,5.54,148.45,6.46
37.0,-72.5,6,4.46,168.29,6.21
37.0,-72.5,7,4.44,175.22,6.3
37.0,-72.5,8,4.25,148.94,6.55
37.0,-72.5,9,6.12,103.72,7.42
37.0,-72.5,10,6.48,79.12,7.04
37.0,-72.5,11,7.26,145.55,6.99
37.0,-72.5,12,7.83,234.5,6.92
37.0,-72.0,1,8.83,292.99,7.01
37.0,-72.0,2,8.55,265.85,7.01
37.0,-72.0,3,8.42,266.17,7.11
37.0,-72.0,4,7.3,183.78,6.82
37.0,-72.0,5,5.68,155.22,6.46
37.0,-72.0,6,4.58,173.32,6.2
37.0,-72.0,7,4.56,179.81,6.28
37.0,-72.0,8,4.33,152.24,6.55
37.0,-72.0,9,6.2,104.36,7.42
37.0,-72.0,10,6.64,76.3,7.06
37.0,-72.0,11,7.49,144.3,7.04
37.0,-72.0,12,8.15,262.45,7.0
37.0,-71.5,1,9.14,291.24,7.11
37.0,-71.5,2,8.86,264.28,7.1
37.0,-71.5,3,8.67,263.35,7.18
37.0,-71.5,4,7.48,204.0,6.87
37.0,-71.5,5,5.8,162.1,6.47
37.0,-71.5,6,4.68,177.71,6.2
37.0,-71.5,7,4.66,183.93,6.28
37.0,-71.5,8,4.41,155.27,6.55
37.0,-71.5,9,6.26,105.13,7.42
37.0,-71.5,10,6.77,74.37,7.08
37.0,-71.5,11,7.68,156.47,7.09
37.0,-71.5,12,8.42,276.26,7.08
37.0,-71.0,1,9.42,289.79,7.19
37.0,-71.0,2,9.13,262.64,7.18
37.0,-71.0,3,8.89,262.06,7.24
37.0,-71.0,4,7.64,232.22,6.9
37.0,-71.0,5,5.89,167.36,6.49
37.0,-71.0,6,4.76,181.62,6.2
37.0,-71.0,7,4.75,187.35,6.28
37.0,-71.0,8,4.47,158.09,6.55
37.0,-71.0,9,6.31,105.96,7.42
