latitude,longitude,month,swh,mwd,mwp
41.0,-68.5,9,5.03,131.54,7.23
41.0,-68.5,10,6.06,129.61,6.84
41.0,-68.5,11,6.95,163.7,6.81
41.0,-68.5,12,7.74,242.44,6.92
41.0,-68.0,1,8.16,275.83,6.94
41.0,-68.0,2,7.95,247.63,6.99
41.0,-68.0,3,7.61,213.48,7.02
41.0,-68.0,4,6.31,166.83,6.86
41.0,-68.0,5,4.84,160.15,6.55
41.0,-68.0,6,4.09,171.17,6.4
41.0,-68.0,7,3.95,180.76,6.57
41.0,-68.0,8,3.82,164.2,6.7
41.0,-68.0,9,5.08,132.43,7.23
41.0,-68.0,10,6.15,129.24,6.87
41.0,-68.0,11,7.11,163.16,6.86
41.0,-68.0,12,7.94,245.96,7.0
41.0,-67.5,1,8.41,275.09,7.06
41.0,-67.5,2,8.23,248.26,7.1
41.0,-67.5,3,7.85,214.88,7.12
41.0,-67.5,4,6.48,168.55,6.94
41.0,-67.5,5,4.94,162.11,6.61
41.0,-67.5,6,4.18,172.06,6.45
41.0,-67.5,7,4.04,181.99,6.61
41.0,-67.5,8,3.91,165.3,6.73
41.0,-67.5,9,5.18,133.45,7.27
41.0,-67.5,10,6.29,129.29,6.94
41.0,-67.5,11,7.29,163.1,6.96
41.0,-67.5,12,8.18,248.2,7.11
41.0,-67.0,1,8.66,273.71,7.19
41.0,-67.0,2,8.52,248.51,7.22
41.0,-67.0,3,8.09,216.35,7.22
41.0,-67.0,4,6.66,170.54,7.03
41.0,-67.0,5,5.06,163.61,6.67
41.0,-67.0,6,4.28,172.77,6.5
41.0,-67.0,7,4.14,183.23,6.64
41.0,-67.0,8,4.02,166.61,6.76
41.0,-67.0,9,5.31,134.68,7.32
41.0,-67.0,10,6.44,144.59,7.02
41.0,-67.0,11,7.48,162.51,7.07
41.0,-67.0,12,8.43,249.51,7.24
41.0,-66.5,1,8.91,272.08,7.3
41.0,-66.5,2,8.82,248.18,7.32
41.0,-66.5,3,8.35,231.75,7.31
41.0,-66.5,4,6.85,187.34,7.09
41.0,-66.5,5,5.2,165.24,6.69
41.0,-66.5,6,4.4,174.01,6.52
41.0,-66.5,7,4.26,184.89,6.65
41.0,-66.5,8,4.15,168.46,6.76
41.0,-66.5,9,5.46,136.09,7.34
41.0,-66.5,10,6.62,146.21,7.06
41.0,-66.5,11,7.68,203.27,7.15
41.0,-66.5,12,8.69,250.79,7.34
41.0,-66.0,1,9.16,270.67,7.38
41.0,-66.0,2,9.11,247.49,7.39
41.0,-66.0,3,8.62,232.63,7.36
41.0,-66.0,4,7.07,190.71,7.12
41.0,-66.0,5,5.35,167.38,6.69
41.0,-66.0,6,4.55,175.87,6.5
41.0,-66.0,7,4.39,186.99,6.62
41.0,-66.0,8,4.28,170.97,6.74
41.0,-66.0,9,5.62,137.78,7.32
41.0,-66.0,10,6.8,148.3,7.07
41.0,-66.0,11,7.92,215.17,7.19
41.0,-66.0,12,8.95,252.85,7.41
41.0,-65.5,1,9.42,269.63,7.44
41.0,-65.5,2,9.4,246.58,7.44
41.0,-65.5,3,8.88,247.36,7.4
41.0,-65.5,4,7.28,192.81,7.13
41.0,-65.5,5,5.48,169.71,6.69
41.0,-65.5,6,4.69,178.08,6.48
41.0,-65.5,7,4.5,189.32,6.59
41.0,-65.5,8,4.39,173.9,6.72
41.0,-65.5,9,5.75,140.11,7.3
41.0,-65.5,10,6.96,165.04,7.08
41.0,-65.5,11,8.15,243.15,7.22
41.0,-65.5,12,9.2,254.84,7.47
41.0,-65.0,1,9.68,269.05,7.5
41.0,-65.0,2,9.67,245.6,7.5
41.0,-65.0,3,9.12,248.03,7.43
41.0,-65.0,4,7.46,194.11,7.14
41.0,-65.0,5,5.61,171.82,6.69
41.0,-65.0,6,4.8,180.02,6.48
41.0,-65.0,7,4.59,191.57,6.58
41.0,-65.0,8,4.47,176.82,6.7
41.0,-65.0,9,5.85,142.41,7.28
41.0,-65.0,10,7.1,173.66,7.08
41.0,-65.0,11,8.36,229.13,7.25
41.0,-65.0,12,9.44,256.34,7.52
41.0,-64.5,1,9.93,269.03,7.56
41.0,-64.5,2,9.92,258.71,7.56
41.0,-64.5,3,9.33,263.03,7.47
41.0,-64.5,4,7.63,207.77,7.17
41.0,-64.5,5,5.74,173.89,6.69
41.0,-64.5,6,4.91,181.77,6.49
41.0,-64.5,7,4.67,193.49,6.57
41.0,-64.5,8,4.55,179.44,6.7
41.0,-64.5,9,5.94,144.63,7.27
41.0,-64.5,10,7.23,177.16,7.1
41.0,-64.5,11,8.55,230.14,7.29
41.0,-64.5,12,9.65,257.34,7.57
41.0,-64.0,1,10.17,269.01,7.63
41.0,-64.0,2,10.16,258.05,7.62
41.0,-64.0,3,9.52,262.9,7.52
41.0,-64.0,4,7.78,209.1,7.19
41.0,-64.0,5,5.87,176.52,6.71
41.0,-64.0,6,5.03,183.49,6.49
41.0,-64.0,7,4.74,195.24,6.57
41.0,-64.0,8,4.62,181.81,6.7
41.0,-64.0,9,6.04,147.07,7.27
41.0,-64.0,10,7.34,178.41,7.12
41.0,-64.0,11,8.7,245.76,7.33
41.0,-64.0,12,9.84,257.98,7.64
41.0,-63.5,1,10.39,269.05,7.7
41.0,-63.5,2,10.39,257.6,7.68
41.0,-63.5,3,9.7,262.87,7.57
41.0,-63.5,4,7.92,211.76,7.22
41.0,-63.5,5,6.0,180.21,6.72
41.0,-63.5,6,5.14,185.12,6.5
41.0,-63.5,7,4.8,196.95,6.58
41.0,-63.5,8,4.69,184.23,6.69
41.0,-63.5,9,6.13,149.34,7.26
41.0,-63.5,10,7.44,179.04,7.15
41.0,-63.5,11,8.81,246.67,7.38
41.0,-63.5,12,10.0,258.47,7.7
41.0,-63.0,1,10.59,269.07,7.77
41.0,-63.0,2,10.61,257.27,7.75
41.0,-63.0,3,9.87,262.42,7.63
41.0,-63.0,4,8.06,215.23,7.25
41.0,-63.0,5,6.14,182.63,6.73
41.0,-63.0,6,5.24,186.71,6.52
41.0,-63.0,7,4.87,198.5,6.58
41.0,-63.0,8,4.77,186.57,6.69
41.0,-63.0,9,6.21,151.21,7.27
41.0,-63.0,10,7.51,179.3,7.18
41.0,-63.0,11,8.88,247.32,7.43
41.0,-63.0,12,10.17,258.71,7.76
41.0,-62.5,1,10.77,268.79,7.85
41.0,-62.5,2,10.81,257.07,7.81
41.0,-62.5,3,10.03,261.3,7.68
41.0,-62.5,4,8.19,218.8,7.29
41.0,-62.5,5,6.26,184.05,6.76
41.0,-62.5,6,5.32,187.85,6.54
41.0,-62.5,7,4.93,200.1,6.58
41.0,-62.5,8,4.84,188.57,6.7
41.0,-62.5,9,6.29,152.72,7.28
41.0,-62.5,10,7.58,179.23,7.22
41.0,-62.5,11,8.94,248.37,7.49
41.0,-62.5,12,10.33,258.93,7.83
41.0,-62.0,1,10.95,268.47,7.92
41.0,-62.0,2,11.0,257.07,7.88
41.0,-62.0,3,10.19,274.32,7.74
41.0,-62.0,4,8.31,221.6,7.32
41.0,-62.0,5,6.36,184.86,6.79
41.0,-62.0,6,5.4,188.69,6.57
41.0,-62.0,7,4.99,201.76,6.59
41.0,-62.0,8,4.9,190.13,6.71
41.0,-62.0,9,6.35,153.95,7.29
41.0,-62.0,10,7.65,179.08,7.25
41.0,-62.0,11,9.01,249.75,7.54
41.0,-62.0,12,10.48,259.19,7.89
41.0,-61.5,1,11.12,268.04,7.99
41.0,-61.5,2,11.17,257.06,7.95
41.0,-61.5,3,10.34,272.59,7.79
41.0,-61.5,4,8.42,238.28,7.36
41.0,-61.5,5,6.45,186.33,6.82
41.0,-61.5,6,5.47,189.59,6.6
41.0,-61.5,7,5.05,203.34,6.59
41.0,-61.5,8,4.96,191.53,6.73
41.0,-61.5,9,6.41,155.07,7.3
41.0,-61.5,10,7.73,179.63,7.29
41.0,-61.5,11,9.11,251.91,7.58
41.0,-61.5,12,10.62,259.75,7.94
41.0,-61.0,1,11.28,267.74,8.06
41.0,-61.0,2,11.33,257.17,8.02
41.0,-61.0,3,10.46,271.4,7.84
41.0,-61.0,4,8.51,239.43,7.4
41.0,-61.0,5,6.53,188.66,6.86
41.0,-61.0,6,5.54,190.75,6.62
41.0,-61.0,7,5.11,204.83,6.59
41.0,-61.0,8,5.01,192.81,6.75
41.0,-61.0,9,6.46,156.13,7.32
41.0,-61.0,10,7.79,179.65,7.33
41.0,-61.0,11,9.21,254.48,7.62
41.0,-61.0,12,10.76,260.75,8.0
41.0,-60.5,1,11.43,267.5,8.13
41.0,-60.5,2,11.48,257.42,8.09
41.0,-60.5,3,10.57,270.64,7.9
41.0,-60.5,4,8.6,240.72,7.44
41.0,-60.5,5,6.6,191.55,6.9
41.0,-60.5,6,5.62,192.32,6.64
41.0,-60.5,7,5.17,206.15,6.6
41.0,-60.5,8,5.06,194.07,6.77
41.0,-60.5,9,6.52,156.63,7.34
41.0,-60.5,10,7.85,179.25,7.37
41.0,-60.5,11,9.31,256.43,7.66
41.0,-60.5,12,10.89,268.29,8.05
41.0,-60.0,1,11.56,267.3,8.19
41.0,-60.0,2,11.63,257.61,8.16
41.0,-60.0,3,10.68,284.71,7.95
41.0,-60.0,4,8.68,242.29,7.48
41.0,-60.0,5,6.67,192.73,6.94
41.0,-60.0,6,5.69,194.33,6.66
41.0,-60.0,7,5.23,207.6,6.61
41.0,-60.0,8,5.12,195.43,6.79
41.0,-60.0,9,6.57,156.24,7.36
41.0,-60.0,10,7.93,164.77,7.41
41.0,-60.0,11,9.4,257.49,7.71
41.0,-60.0,12,11.02,269.57,8.11
41.0,-59.5,1,11.7,267.23,8.26
41.0,-59.5,2,11.79,257.71,8.23
41.0,-59.5,3,10.78,284.93,8.0
41.0,-59.5,4,8.77,244.11,7.52
41.0,-59.5,5,6.74,192.73,6.98
41.0,-59.5,6,5.76,196.47,6.68
41.0,-59.5,7,5.28,209.13,6.61
41.0,-59.5,8,5.17,196.9,6.82
41.0,-59.5,9,6.62,156.84,7.39
41.0,-59.5,10,8.02,165.16,7.46
41.0,-59.5,11,9.49,243.89,7.76
41.0,-59.5,12,11.14,269.86,8.17
41.0,-59.0,1,11.84,267.27,8.32
41.0,-59.0,2,11.95,257.84,8.3
41.0,-59.0,3,10.87,285.17,8.06
41.0,-59.0,4,8.84,246.51,7.56
41.0,-59.0,5,6.82,210.82,7.02
41.0,-59.0,6,5.84,198.57,6.7
41.0,-59.0,7,5.33,210.63,6.62
41.0,-59.0,8,5.23,198.37,6.84
41.0,-59.0,9,6.67,173.08,7.42
41.0,-59.0,10,8.11,165.94,7.5
41.0,-59.0,11,9.58,244.56,7.81
41.0,-59.0,12,11.25,270.09,8.22
41.0,-58.5,1,12.0,267.32,8.38
41.0,-58.5,2,12.1,258.04,8.37
41.0,-58.5,3,10.96,285.34,8.11
41.0,-58.5,4,8.91,249.45,7.6
41.0,-58.5,5,6.91,212.01,7.06
41.0,-58.5,6,5.91,200.64,6.73
41.0,-58.5,7,5.37,212.11,6.63
41.0,-58.5,8,5.29,199.87,6.86
41.0,-58.5,9,6.71,176.14,7.45
41.0,-58.5,10,8.19,166.95,7.56
41.0,-58.5,11,9.68,245.14,7.86
41.0,-58.5,12,11.37,270.18,8.28
41.0,-58.0,1,12.16,267.37,8.44
41.0,-58.0,2,12.25,258.28,8.43
41.0,-58.0,3,11.04,285.53,8.16
41.0,-58.0,4,8.96,252.52,7.64
41.0,-58.0,5,7.0,211.95,7.09
41.0,-58.0,6,5.97,202.5,6.76
41.0,-58.0,7,5.41,213.56,6.65
41.0,-58.0,8,5.35,201.18,6.88
41.0,-58.0,9,6.76,178.33,7.48
41.0,-58.0,10,8.27,168.06,7.62
41.0,-58.0,11,9.77,245.88,7.91
41.0,-58.0,12,11.48,270.17,8.33
41.0,-57.5,1,12.31,267.47,8.51
41.0,-57.5,2,12.38,258.57,8.5
41.0,-57.5,3,11.1,285.6,8.21
41.0,-57.5,4,9.0,254.9,7.68
41.0,-57.5,5,7.08,224.59,7.13
41.0,-57.5,6,6.01,209.27,6.79
41.0,-57.5,7,5.44,214.94,6.67
41.0,-57.5,8,5.4,202.35,6.91
41.0,-57.5,9,6.8,193.81,7.51
41.0,-57.5,10,8.34,212.81,7.68
41.0,-57.5,11,9.85,246.71,7.96
41.0,-57.5,12,11.56,270.29,8.39
41.0,-57.0,1,12.43,267.55,8.57
41.0,-57.0,2,12.49,258.81,8.56
41.0,-57.0,3,11.15,285.69,8.26
41.0,-57.0,4,9.02,256.57,7.73
41.0,-57.0,5,7.14,224.28,7.18
41.0,-57.0,6,6.06,211.71,6.82
41.0,-57.0,7,5.47,216.26,6.7
41.0,-57.0,8,5.44,203.44,6.93
41.0,-57.0,9,6.83,196.51,7.54
41.0,-57.0,10,8.42,214.63,7.74
41.0,-57.0,11,9.91,244.69,8.01
41.0,-57.0,12,11.64,270.52,8.45
41.0,-56.5,1,12.52,267.64,8.63
41.0,-56.5,2,12.58,258.98,8.63
41.0,-56.5,3,11.17,285.96,8.32
41.0,-56.5,4,9.03,257.9,7.78
41.0,-56.5,5,7.19,225.03,7.23
41.0,-56.5,6,6.1,212.9,6.85
41.0,-56.5,7,5.49,217.56,6.72
41.0,-56.5,8,5.48,204.58,6.96
41.0,-56.5,9,6.87,199.24,7.57
41.0,-56.5,10,8.49,215.99,7.8
41.0,-56.5,11,9.97,243.5,8.06
41.0,-56.5,12,11.72,270.8,8.5
41.0,-56.0,1,12.57,267.81,8.7
41.0,-56.0,2,12.65,259.01,8.69
41.0,-56.0,3,11.19,286.05,8.38
41.0,-56.0,4,9.03,258.85,7.83
41.0,-56.0,5,7.22,226.61,7.28
41.0,-56.0,6,6.14,214.29,6.88
41.0,-56.0,7,5.51,218.78,6.74
41.0,-56.0,8,5.51,205.88,7.0
41.0,-56.0,9,6.9,201.3,7.6
41.0,-56.0,10,8.55,202.5,7.87
41.0,-56.0,11,10.02,244.57,8.11
41.0,-56.0,12,11.78,271.21,8.56
41.0,-55.5,1,12.6,268.09,8.76
41.0,-55.5,2,12.7,258.98,8.75
41.0,-55.5,3,11.2,286.02,8.43
41.0,-55.5,4,9.03,259.66,7.88
41.0,-55.5,5,7.24,228.37,7.33
41.0,-55.5,6,6.16,216.28,6.92
41.0,-55.5,7,5.52,219.93,6.78
41.0,-55.5,8,5.52,207.19,7.03
41.0,-55.5,9,6.93,203.5,7.63
41.0,-55.5,10,8.6,202.99,7.93
41.0,-55.5,11,10.07,246.11,8.16
41.0,-55.5,12,11.83,271.62,8.61
41.0,-55.0,1,12.64,268.2,8.82
41.0,-55.0,2,12.75,258.84,8.8
41.0,-55.0,3,11.23,286.24,8.48
41.0,-55.0,4,9.03,260.83,7.92
41.0,-55.0,5,7.26,229.88,7.38
41.0,-55.0,6,6.19,220.41,6.95
41.0,-55.0,7,5.53,221.15,6.81
41.0,-55.0,8,5.53,208.4,7.07
41.0,-55.0,9,6.95,205.83,7.67
41.0,-55.0,10,8.64,203.84,7.99
41.0,-55.0,11,10.13,247.33,8.21
41.0,-55.0,12,11.87,272.04,8.66
41.0,-54.5,1,12.69,268.26,8.87
41.0,-54.5,2,12.8,258.46,8.85
41.0,-54.5,3,11.27,286.39,8.52
41.0,-54.5,4,9.03,248.62,7.97
41.0,-54.5,5,7.28,231.49,7.43
41.0,-54.5,6,6.21,224.44,6.98
41.0,-54.5,7,5.54,222.41,6.84
41.0,-54.5,8,5.54,209.82,7.1
41.0,-54.5,9,6.98,208.6,7.7
41.0,-54.5,10,8.69,204.6,8.06
41.0,-54.5,11,10.18,247.85,8.27
41.0,-54.5,12,11.9,272.45,8.71
41.0,-54.0,1,12.74,268.33,8.92
41.0,-54.0,2,12.86,258.24,8.89
41.0,-54.0,3,11.3,286.89,8.56
41.0,-54.0,4,9.05,251.99,8.01
41.0,-54.0,5,7.32,232.24,7.47
41.0,-54.0,6,6.23,228.53,7.01
41.0,-54.0,7,5.54,223.82,6.86
41.0,-54.0,8,5.55,211.84,7.12
41.0,-54.0,9,7.01,211.58,7.73
41.0,-54.0,10,8.73,219.12,8.12
41.0,-54.0,11,10.22,247.92,8.32
41.0,-54.0,12,11.93,272.83,8.76
41.0,-53.5,1,12.79,268.51,8.97
41.0,-53.5,2,12.91,258.28,8.94
41.0,-53.5,3,11.34,287.36,8.6
41.0,-53.5,4,9.08,256.08,8.05
41.0,-53.5,5,7.36,227.5,7.5
41.0,-53.5,6,6.23,231.2,7.03
41.0,-53.5,7,5.55,225.38,6.88
41.0,-53.5,8,5.56,214.55,7.14
41.0,-53.5,9,7.05,214.14,7.76
41.0,-53.5,10,8.78,218.37,8.18
41.0,-53.5,11,10.26,248.81,8.37
41.0,-53.5,12,11.96,273.25,8.8
41.0,-53.0,1,12.83,268.69,9.01
41.0,-53.0,2,12.97,258.46,8.98
41.0,-53.0,3,11.37,287.67,8.63
41.0,-53.0,4,9.12,258.06,8.08
41.0,-53.0,5,7.4,239.44,7.53
41.0,-53.0,6,6.24,232.79,7.05
41.0,-53.0,7,5.56,227.03,6.89
41.0,-53.0,8,5.57,218.41,7.15
41.0,-53.0,9,7.08,215.4,7.79
41.0,-53.0,10,8.83,217.44,8.23
41.0,-53.0,11,10.3,250.03,8.42
41.0,-53.0,12,11.99,273.81,8.85
41.0,-52.5,1,12.88,268.82,9.05
41.0,-52.5,2,13.02,258.64,9.01
41.0,-52.5,3,11.4,287.83,8.67
41.0,-52.5,4,9.15,259.14,8.11
41.0,-52.5,5,7.44,223.32,7.55
41.0,-52.5,6,6.26,235.01,7.07
41.0,-52.5,7,5.56,228.64,6.9
41.0,-52.5,8,5.59,223.11,7.16
41.0,-52.5,9,7.12,216.09,7.82
41.0,-52.5,10,8.88,216.73,8.28
41.0,-52.5,11,10.34,251.6,8.47
41.0,-52.5,12,12.04,274.09,8.89
41.0,-52.0,1,12.91,268.93,9.09
41.0,-52.0,2,13.07,258.92,9.04
41.0,-52.0,3,11.44,287.92,8.7
41.0,-52.0,4,9.17,259.66,8.14
41.0,-52.0,5,7.48,234.18,7.58
41.0,-52.0,6,6.27,236.9,7.09
41.0,-52.0,7,5.56,230.05,6.91
41.0,-52.0,8,5.59,227.6,7.17
41.0,-52.0,9,7.15,217.29,7.86
41.0,-52.0,10,8.92,230.41,8.32
41.0,-52.0,11,10.38,253.23,8.52
41.0,-52.0,12,12.07,274.32,8.93
41.0,-51.5,1,12.94,269.1,9.13
41.0,-51.5,2,13.1,259.24,9.07
41.0,-51.5,3,11.49,288.19,8.73
41.0,-51.5,4,9.18,259.7,8.17
41.0,-51.5,5,7.5,230.86,7.61
41.0,-51.5,6,6.28,238.31,7.11
41.0,-51.5,7,5.56,231.52,6.92
41.0,-51.5,8,5.59,232.72,7.19
41.0,-51.5,9,7.19,233.08,7.89
41.0,-51.5,10,8.97,244.02,8.37
41.0,-51.5,11,10.42,255.38,8.56
41.0,-51.5,12,12.1,274.63,8.97
41.0,-51.0,1,12.97,269.26,9.16
41.0,-51.0,2,13.13,259.65,9.1
41.0,-51.0,3,11.54,288.7,8.77
41.0,-51.0,4,9.2,273.64,8.2
41.0,-51.0,5,7.53,229.19,7.63
41.0,-51.0,6,6.28,239.48,7.13
41.0,-51.0,7,5.55,233.18,6.93
41.0,-51.0,8,5.58,238.21,7.21
41.0,-51.0,9,7.23,234.53,7.92
41.0,-51.0,10,9.02,243.57,8.42
41.0,-51.0,11,10.46,257.39,8.6
41.0,-51.0,12,12.12,260.38,9.01
41.0,-50.5,1,12.98,269.63,9.2
41.0,-50.5,2,13.15,260.17,9.14
41.0,-50.5,3,11.58,289.22,8.81
41.0,-50.5,4,9.23,273.97,8.23
41.0,-50.5,5,7.54,227.76,7.66
41.0,-50.5,6,6.27,241.02,7.15
41.0,-50.5,7,5.54,235.3,6.94
41.0,-50.5,8,5.59,242.22,7.22
41.0,-50.5,9,7.26,251.02,7.95
41.0,-50.5,10,9.07,258.41,8.47
41.0,-50.5,11,10.48,258.51,8.65
41.0,-50.5,12,12.15,260.53,9.06
41.0,-50.0,1,12.97,270.26,9.25
41.0,-50.0,2,13.18,260.82,9.18
41.0,-50.0,3,11.64,289.56,8.85
41.0,-50.0,4,9.26,275.14,8.26
41.0,-50.0,5,7.56,226.47,7.69
41.0,-50.0,6,6.25,243.08,7.18
41.0,-50.0,7,5.52,237.68,6.96
41.0,-50.0,8,5.58,245.47,7.24
41.0,-50.0,9,7.29,254.92,7.99
41.0,-50.0,10,9.11,274.26,8.53
41.0,-50.0,11,10.5,260.06,8.7
41.0,-50.0,12,12.16,261.04,9.1
40.5,-145.0,1,13.3,259.05,10.09
40.5,-145.0,2,11.63,274.89,9.94
40.5,-145.0,3,11.21,283.7,9.51
40.5,-145.0,4,9.31,275.94,9.03
40.5,-145.0,5,7.1,259.08,8.4
40.5,-145.0,6,5.82,254.84,8.28
40.5,-145.0,7,4.83,248.0,8.33
40.5,-145.0,8,5.14,243.96,8.25
40.5,-145.0,9,6.77,277.99,8.72
40.5,-145.0,10,9.51,273.95,9.06
40.5,-145.0,11,11.54,286.84,9.48
40.5,-145.0,12,13.22,276.18,10.0
40.5,-144.5,1,13.24,259.3,10.09
40.5,-144.5,2,11.59,275.48,9.94
40.5,-144.5,3,11.18,283.45,9.51
40.5,-144.5,4,9.31,276.39,9.04
40.5,-144.5,5,7.08,259.55,8.41
40.5,-144.5,6,5.81,255.26,8.3
40.5,-144.5,7,4.83,248.32,8.35
40.5,-144.5,8,5.15,237.86,8.26
40.5,-144.5,9,6.76,278.98,8.74
40.5,-144.5,10,9.47,274.24,9.08
40.5,-144.5,11,11.52,286.79,9.49
40.5,-144.5,12,13.17,276.26,10.01
40.5,-144.0,1,13.18,259.63,10.09
40.5,-144.0,2,11.54,276.05,9.94
40.5,-144.0,3,11.16,283.38,9.52
40.5,-144.0,4,9.3,276.79,9.04
40.5,-144.0,5,7.06,260.11,8.42
40.5,-144.0,6,5.79,255.8,8.32
40.5,-144.0,7,4.84,248.59,8.37
40.5,-144.0,8,5.15,236.42,8.27
40.5,-144.0,9,6.74,279.99,8.76
40.5,-144.0,10,9.42,274.58,9.09
40.5,-144.0,11,11.5,286.77,9.5
40.5,-144.0,12,13.12,276.18,10.01
40.5,-143.5,1,13.11,260.01,10.09
40.5,-143.5,2,11.5,276.69,9.94
40.5,-143.5,3,11.14,283.4,9.52
40.5,-143.5,4,9.29,277.17,9.04
40.5,-143.5,5,7.04,260.98,8.44
40.5,-143.5,6,5.78,256.42,8.34
40.5,-143.5,7,4.84,249.02,8.39
40.5,-143.5,8,5.16,250.4,8.28
40.5,-143.5,9,6.73,281.22,8.78
40.5,-143.5,10,9.38,274.83,9.1
40.5,-143.5,11,11.47,286.52,9.51
40.5,-143.5,12,13.08,276.12,10.01
40.5,-143.0,1,13.05,260.47,10.1
40.5,-143.0,2,11.45,277.34,9.94
40.5,-143.0,3,11.12,283.47,9.52
40.5,-143.0,4,9.28,277.53,9.04
40.5,-143.0,5,7.02,261.95,8.45
40.5,-143.0,6,5.77,257.14,8.35
40.5,-143.0,7,4.85,249.74,8.39
40.5,-143.0,8,5.16,250.83,8.28
40.5,-143.0,9,6.71,282.66,8.79
40.5,-143.0,10,9.34,275.02,9.11
40.5,-143.0,11,11.45,286.29,9.51
40.5,-143.0,12,13.04,276.09,10.01
40.5,-142.5,1,12.98,261.06,10.1
40.5,-142.5,2,11.41,278.05,9.95
40.5,-142.5,3,11.1,283.64,9.52
40.5,-142.5,4,9.26,277.91,9.04
40.5,-142.5,5,6.99,263.0,8.46
40.5,-142.5,6,5.75,258.07,8.35
40.5,-142.5,7,4.86,250.57,8.39
40.5,-142.5,8,5.17,251.62,8.27
40.5,-142.5,9,6.7,284.22,8.79
40.5,-142.5,10,9.29,275.35,9.12
40.5,-142.5,11,11.42,286.15,9.52
40.5,-142.5,12,13.01,276.14,10.01
40.5,-142.0,1,12.92,261.69,10.1
40.5,-142.0,2,11.36,278.79,9.95
40.5,-142.0,3,11.07,283.86,9.53
40.5,-142.0,4,9.24,278.42,9.04
40.5,-142.0,5,6.96,264.31,8.46
40.5,-142.0,6,5.74,259.22,8.36
40.5,-142.0,7,4.86,251.46,8.38
40.5,-142.0,8,5.17,252.52,8.26
40.5,-142.0,9,6.68,285.85,8.8
40.5,-142.0,10,9.24,275.88,9.14
40.5,-142.0,11,11.39,286.1,9.52
40.5,-142.0,12,12.96,276.28,10.01
40.5,-141.5,1,12.86,262.27,10.1
40.5,-141.5,2,11.32,279.44,9.94
40.5,-141.5,3,11.04,284.1,9.53
40.5,-141.5,4,9.21,279.08,9.05
40.5,-141.5,5,6.92,265.74,8.47
40.5,-141.5,6,5.72,260.39,8.36
40.5,-141.5,7,4.87,252.32,8.36
40.5,-141.5,8,5.17,253.48,8.25
40.5,-141.5,9,6.67,287.56,8.8
40.5,-141.5,10,9.19,276.57,9.15
40.5,-141.5,11,11.36,286.05,9.53
40.5,-141.5,12,12.92,276.53,10.01
40.5,-141.0,1,12.79,262.93,10.1
40.5,-141.0,2,11.28,280.07,9.95
40.5,-141.0,3,11.01,284.42,9.53
40.5,-141.0,4,9.17,279.81,9.06
40.5,-141.0,5,6.87,267.18,8.48
40.5,-141.0,6,5.7,261.76,8.36
40.5,-141.0,7,4.87,253.29,8.35
40.5,-141.0,8,5.18,254.88,8.23
40.5,-141.0,9,6.65,289.38,8.8
40.5,-141.0,10,9.15,277.34,9.16
40.5,-141.0,11,11.32,285.91,9.53
40.5,-141.0,12,12.87,276.82,10.01
40.5,-140.5,1,12.72,263.69,10.1
40.5,-140.5,2,11.23,280.64,9.95
40.5,-140.5,3,10.97,284.74,9.54
40.5,-140.5,4,9.14,280.7,9.06
40.5,-140.5,5,6.82,268.5,8.48
40.5,-140.5,6,5.68,263.32,8.36
40.5,-140.5,7,4.88,254.1,8.32
40.5,-140.5,8,5.18,256.86,8.21
40.5,-140.5,9,6.64,291.27,8.79
40.5,-140.5,10,9.11,278.43,9.17
40.5,-140.5,11,11.29,285.84,9.53
40.5,-140.5,12,12.82,277.21,10.02
40.5,-140.0,1,12.65,264.45,10.1
40.5,-140.0,2,11.18,281.15,9.95
40.5,-140.0,3,10.94,284.99,9.54
40.5,-140.0,4,9.09,281.68,9.07
40.5,-140.0,5,6.78,269.77,8.49
40.5,-140.0,6,5.67,264.96,8.35
40.5,-140.0,7,4.89,255.45,8.29
40.5,-140.0,8,5.19,258.93,8.18
40.5,-140.0,9,6.63,293.27,8.78
40.5,-140.0,10,9.07,279.99,9.19
40.5,-140.0,11,11.25,285.86,9.54
40.5,-140.0,12,12.76,277.61,10.02
40.5,-139.5,1,12.58,265.23,10.11
40.5,-139.5,2,11.13,281.66,9.95
40.5,-139.5,3,10.9,285.3,9.54
40.5,-139.5,4,9.05,282.68,9.08
40.5,-139.5,5,6.74,271.01,8.49
40.5,-139.5,6,5.66,266.75,8.34
40.5,-139.5,7,4.91,257.59,8.26
40.5,-139.5,8,5.2,260.98,8.16
40.5,-139.5,9,6.62,295.22,8.77
40.5,-139.5,10,9.02,281.84,9.2
40.5,-139.5,11,11.2,285.96,9.55
40.5,-139.5,12,12.69,277.99,10.03
40.5,-139.0,1,12.5,266.01,10.11
40.5,-139.0,2,11.09,282.16,9.95
40.5,-139.0,3,10.86,285.63,9.55
40.5,-139.0,4,9.01,283.59,9.08
40.5,-139.0,5,6.7,272.57,8.49
40.5,-139.0,6,5.65,268.69,8.33
40.5,-139.0,7,4.92,260.53,8.22
40.5,-139.0,8,5.21,263.01,8.13
40.5,-139.0,9,6.61,297.17,8.76
40.5,-139.0,10,8.97,283.79,9.22
40.5,-139.0,11,11.15,286.12,9.56
40.5,-139.0,12,12.62,278.33,10.04
40.5,-138.5,1,12.42,266.77,10.12
40.5,-138.5,2,11.04,282.65,9.95
40.5,-138.5,3,10.82,285.92,9.55
